Year,Team,Rank,Position,Players,Cap Dollars,% of Cap
2015,Jacksonville Jaguars,4,Defensive Tackle,6,"$13,356,096 ",9.80%
2015,Jacksonville Jaguars,5,Guard,4,"$11,929,319 ",8.76%
2015,Jacksonville Jaguars,13,Outside Linebacker,5,"$9,961,365 ",7.31%
2015,Jacksonville Jaguars,18,Tackle,3,"$9,129,000 ",6.70%
2015,Jacksonville Jaguars,23,Cornerback,5,"$8,936,089 ",6.56%
2015,Jacksonville Jaguars,2,Right Tackle,2,"$8,334,000 ",6.12%
2015,Jacksonville Jaguars,22,Quarterback,2,"$8,194,275 ",6.01%
2015,Jacksonville Jaguars,16,Inside Linebacker,3,"$7,580,464 ",5.56%
2015,Jacksonville Jaguars,30,Wide Receiver,9,"$6,811,239 ",5.00%
2015,Jacksonville Jaguars,12,Running Back,7,"$6,203,123 ",4.55%
2015,Jacksonville Jaguars,22,Safety,6,"$5,822,747 ",4.27%
2015,Jacksonville Jaguars,13,Center,3,"$3,688,913 ",2.71%
2015,Jacksonville Jaguars,21,Free Safety,2,"$3,023,968 ",2.22%
2015,Jacksonville Jaguars,21,Strong Safety,4,"$2,798,779 ",2.05%
2015,Jacksonville Jaguars,30,Special Teams,3,"$1,896,314 ",1.39%
2015,Jacksonville Jaguars,19,Punter,1,"$875,480 ",0.64%
2015,Jacksonville Jaguars,31,Left Tackle,1,"$795,000 ",0.58%
2015,Jacksonville Jaguars,26,Long Snapper,1,"$585,834 ",0.43%
2015,Jacksonville Jaguars,30,Kicker,1,"$435,000 ",0.32%
2015,Kansas City Chiefs,18,Defense,28,"$57,350,350 ",40.55%
2015,Kansas City Chiefs,23,Offense,31,"$57,245,332 ",40.47%
2015,Kansas City Chiefs,13,Secondary,11,"$24,377,775 ",17.23%
2015,Kansas City Chiefs,9,Linebacker,10,"$21,681,882 ",15.33%
2015,Kansas City Chiefs,3,Quarterback,4,"$21,476,940 ",15.18%
2015,Kansas City Chiefs,26,Offensive Line,12,"$16,469,373 ",11.64%
2015,Kansas City Chiefs,1,Safety,6,"$13,960,200 ",9.87%
2015,Kansas City Chiefs,9,Outside Linebacker,6,"$13,645,289 ",9.65%
2015,Kansas City Chiefs,25,Defensive Line,7,"$11,290,693 ",7.98%
2015,Kansas City Chiefs,20,Cornerback,5,"$10,417,575 ",7.37%
2015,Kansas City Chiefs,3,Free Safety,3,"$10,012,700 ",7.08%
2015,Kansas City Chiefs,7,Running Back,4,"$9,577,339 ",6.77%
2015,Kansas City Chiefs,16,Tackle,6,"$9,271,681 ",6.56%
2015,Kansas City Chiefs,14,Inside Linebacker,4,"$8,036,593 ",5.68%
2015,Kansas City Chiefs,15,Left Tackle,4,"$7,433,681 ",5.26%
2015,Kansas City Chiefs,23,Defensive End,5,"$7,028,871 ",4.97%
2015,Kansas City Chiefs,15,Guard,5,"$6,348,043 ",4.49%
2015,Kansas City Chiefs,32,Wide Receiver,6,"$5,994,468 ",4.24%
2015,Kansas City Chiefs,12,Special Teams,3,"$4,745,666 ",3.36%
2015,Kansas City Chiefs,23,Defensive Tackle,2,"$4,261,822 ",3.01%
2015,Kansas City Chiefs,2,Punter,1,"$3,800,000 ",2.69%
2015,Kansas City Chiefs,18,Strong Safety,2,"$3,287,500 ",2.32%
2015,Kansas City Chiefs,31,Tight End,4,"$2,227,212 ",1.57%
2015,Kansas City Chiefs,22,Right Tackle,2,"$1,838,000 ",1.30%
2015,Kansas City Chiefs,8,Fullback,1,"$1,500,000 ",1.06%
2015,Kansas City Chiefs,32,Center,1,"$849,649 ",0.60%
2015,Kansas City Chiefs,23,Kicker,1,"$510,666 ",0.36%
2015,Kansas City Chiefs,31,Long Snapper,1,"$435,000 ",0.31%
2015,Los Angeles Rams,10,Defense,31,"$67,069,311 ",46.29%
2015,Los Angeles Rams,31,Offense,25,"$45,199,874 ",31.20%
2015,Los Angeles Rams,2,Defensive Line,10,"$31,949,687 ",22.05%
2015,Los Angeles Rams,9,Secondary,11,"$25,392,535 ",17.53%
2015,Los Angeles Rams,13,Offensive Line,9,"$22,120,956 ",15.27%
2015,Los Angeles Rams,2,Defensive End,6,"$20,436,431 ",14.11%
2015,Los Angeles Rams,13,Cornerback,6,"$14,029,712 ",9.68%
2015,Los Angeles Rams,11,Tackle,3,"$12,896,427 ",8.90%
2015,Los Angeles Rams,6,Defensive Tackle,4,"$11,513,256 ",7.95%
2015,Los Angeles Rams,9,Safety,5,"$11,362,823 ",7.84%
2015,Los Angeles Rams,4,Left Tackle,2,"$10,980,882 ",7.58%
2015,Los Angeles Rams,32,Linebacker,10,"$9,727,089 ",6.71%
2015,Los Angeles Rams,4,Strong Safety,1,"$7,712,942 ",5.32%
2015,Los Angeles Rams,6,Center,3,"$7,652,288 ",5.28%
2015,Los Angeles Rams,23,Quarterback,2,"$7,473,364 ",5.16%
2015,Los Angeles Rams,24,Outside Linebacker,7,"$7,263,168 ",5.01%
2015,Los Angeles Rams,29,Wide Receiver,6,"$6,960,709 ",4.80%
2015,Los Angeles Rams,16,Tight End,5,"$6,034,535 ",4.17%
2015,Los Angeles Rams,17,Free Safety,3,"$3,496,352 ",2.41%
2015,Los Angeles Rams,28,Running Back,3,"$2,610,310 ",1.80%
2015,Los Angeles Rams,29,Inside Linebacker,3,"$2,463,921 ",1.70%
2015,Los Angeles Rams,29,Special Teams,3,"$2,050,333 ",1.42%
2015,Los Angeles Rams,21,Right Tackle,1,"$1,915,545 ",1.32%
2015,Los Angeles Rams,31,Guard,3,"$1,572,241 ",1.09%
2015,Los Angeles Rams,4,Long Snapper,1,"$1,180,000 ",0.81%
2015,Los Angeles Rams,30,Punter,1,"$435,333 ",0.30%
2015,Los Angeles Rams,31,Kicker,1,"$435,000 ",0.30%
2015,Miami Dolphins,2,Offense,29,"$76,477,823 ",52.20%
2015,Miami Dolphins,17,Defense,32,"$57,438,896 ",39.20%
2015,Miami Dolphins,3,Offensive Line,13,"$29,660,285 ",20.24%
2015,Miami Dolphins,9,Defensive Line,12,"$25,681,668 ",17.53%
2015,Miami Dolphins,20,Secondary,12,"$20,233,166 ",13.81%
2015,Miami Dolphins,1,Running Back,3,"$16,848,750 ",11.50%
2015,Miami Dolphins,10,Wide Receiver,6,"$15,588,332 ",10.64%
2015,Miami Dolphins,9,Defensive End,6,"$15,353,782 ",10.48%
2015,Miami Dolphins,6,Tackle,6,"$14,902,305 ",10.17%
2015,Miami Dolphins,12,Cornerback,7,"$14,700,729 ",10.03%
2015,Miami Dolphins,28,Linebacker,8,"$11,524,062 ",7.87%
2015,Miami Dolphins,9,Defensive Tackle,6,"$10,327,886 ",7.05%
2015,Miami Dolphins,18,Outside Linebacker,4,"$9,223,328 ",6.29%
2015,Miami Dolphins,4,Center,4,"$9,220,980 ",6.29%
2015,Miami Dolphins,8,Tight End,3,"$8,550,418 ",5.84%
2015,Miami Dolphins,3,Right Tackle,4,"$8,278,661 ",5.65%
2015,Miami Dolphins,19,Left Tackle,2,"$6,623,644 ",4.52%
2015,Miami Dolphins,19,Guard,3,"$5,537,000 ",3.78%
2015,Miami Dolphins,24,Safety,5,"$5,532,437 ",3.78%
2015,Miami Dolphins,27,Quarterback,3,"$5,245,038 ",3.58%
2015,Miami Dolphins,23,Special Teams,3,"$3,455,531 ",2.36%
2015,Miami Dolphins,24,Free Safety,2,"$2,768,654 ",1.89%
2015,Miami Dolphins,22,Strong Safety,3,"$2,763,783 ",1.89%
2015,Miami Dolphins,30,Inside Linebacker,4,"$2,300,734 ",1.57%
2015,Miami Dolphins,14,Kicker,1,"$2,239,483 ",1.53%
2015,Miami Dolphins,21,Punter,1,"$631,048 ",0.43%
2015,Miami Dolphins,16,Fullback,1,"$585,000 ",0.40%
2015,Miami Dolphins,27,Long Snapper,1,"$585,000 ",0.40%
2015,Minnesota Vikings,8,Offense,32,"$67,360,489 ",47.67%
2015,Minnesota Vikings,27,Defense,35,"$48,928,609 ",34.62%
2015,Minnesota Vikings,14,Offensive Line,11,"$21,147,010 ",14.96%
2015,Minnesota Vikings,17,Defensive Line,11,"$17,608,341 ",12.46%
2015,Minnesota Vikings,24,Secondary,13,"$15,935,743 ",11.28%
2015,Minnesota Vikings,5,Tackle,5,"$15,705,400 ",11.11%
2015,Minnesota Vikings,9,Wide Receiver,9,"$15,674,944 ",11.09%
2015,Minnesota Vikings,19,Linebacker,11,"$15,384,525 ",10.89%
2015,Minnesota Vikings,16,Quarterback,2,"$14,791,795 ",10.47%
2015,Minnesota Vikings,8,Safety,7,"$11,758,081 ",8.32%
2015,Minnesota Vikings,3,Tight End,4,"$11,681,013 ",8.27%
2015,Minnesota Vikings,17,Defensive End,5,"$11,130,397 ",7.88%
2015,Minnesota Vikings,4,Inside Linebacker,6,"$11,072,846 ",7.84%
2015,Minnesota Vikings,5,Free Safety,4,"$8,358,854 ",5.91%
2015,Minnesota Vikings,12,Left Tackle,2,"$8,221,332 ",5.82%
2015,Minnesota Vikings,5,Right Tackle,2,"$7,124,068 ",5.04%
2015,Minnesota Vikings,16,Defensive Tackle,6,"$6,477,944 ",4.58%
2015,Minnesota Vikings,10,Special Teams,3,"$5,163,000 ",3.65%
2015,Minnesota Vikings,30,Outside Linebacker,5,"$4,311,679 ",3.05%
2015,Minnesota Vikings,32,Cornerback,6,"$4,177,662 ",2.96%
2015,Minnesota Vikings,22,Running Back,6,"$3,765,727 ",2.66%
2015,Minnesota Vikings,4,Kicker,1,"$3,600,000 ",2.55%
2015,Minnesota Vikings,14,Center,3,"$3,494,794 ",2.47%
2015,Minnesota Vikings,17,Strong Safety,3,"$3,399,227 ",2.41%
2015,Minnesota Vikings,30,Guard,3,"$1,946,816 ",1.38%
2015,Minnesota Vikings,17,Punter,1,"$1,085,500 ",0.77%
2015,Minnesota Vikings,13,Fullback,1,"$660,000 ",0.47%
2015,Minnesota Vikings,29,Long Snapper,1,"$477,500 ",0.34%
2015,New England Patriots,13,Offense,33,"$62,698,271 ",43.87%
2015,New England Patriots,32,Defense,33,"$41,332,404 ",28.92%
2015,New England Patriots,1,Quarterback,4,"$25,358,585 ",17.74%
2015,New England Patriots,18,Secondary,13,"$20,740,450 ",14.51%
2015,New England Patriots,22,Offensive Line,11,"$18,717,667 ",13.10%
2015,New England Patriots,29,Linebacker,9,"$11,327,571 ",7.93%
2015,New England Patriots,6,Guard,7,"$11,300,956 ",7.91%
2015,New England Patriots,11,Safety,5,"$11,062,501 ",7.74%
2015,New England Patriots,21,Cornerback,8,"$9,677,949 ",6.77%
2015,New England Patriots,24,Wide Receiver,5,"$9,335,330 ",6.53%
2015,New England Patriots,27,Defensive Line,11,"$9,264,383 ",6.48%
2015,New England Patriots,7,Free Safety,2,"$7,450,000 ",5.21%
2015,New England Patriots,25,Defensive End,8,"$6,699,493 ",4.69%
2015,New England Patriots,26,Outside Linebacker,7,"$5,911,805 ",4.14%
2015,New England Patriots,21,Inside Linebacker,2,"$5,415,766 ",3.79%
2015,New England Patriots,15,Running Back,7,"$5,395,359 ",3.78%
2015,New England Patriots,14,Special Teams,3,"$4,702,058 ",3.29%
2015,New England Patriots,29,Tackle,3,"$4,416,711 ",3.09%
2015,New England Patriots,26,Tight End,5,"$3,771,330 ",2.64%
2015,New England Patriots,15,Strong Safety,3,"$3,612,501 ",2.53%
2015,New England Patriots,3,Punter,1,"$3,400,000 ",2.38%
2015,New England Patriots,13,Right Tackle,1,"$3,200,000 ",2.24%
2015,New England Patriots,15,Center,1,"$3,000,000 ",2.10%
2015,New England Patriots,28,Defensive Tackle,3,"$2,564,890 ",1.79%
2015,New England Patriots,29,Left Tackle,2,"$1,216,711 ",0.85%
2015,New England Patriots,15,Long Snapper,1,"$875,000 ",0.61%
2015,New England Patriots,32,Kicker,1,"$427,058 ",0.30%
2015,New England Patriots,24,Fullback,1,"$120,000 ",0.08%
2015,New Orleans Saints,18,Offense,34,"$60,880,581 ",47.44%
2015,New Orleans Saints,28,Defense,36,"$48,617,800 ",37.89%
2015,New Orleans Saints,12,Offensive Line,13,"$22,154,370 ",17.26%
2015,New Orleans Saints,19,Secondary,14,"$20,601,845 ",16.05%
2015,New Orleans Saints,8,Cornerback,6,"$17,199,250 ",13.40%
2015,New Orleans Saints,19,Defensive Line,12,"$17,118,219 ",13.34%
2015,New Orleans Saints,15,Quarterback,2,"$15,148,400 ",11.81%
2015,New Orleans Saints,11,Wide Receiver,9,"$14,804,305 ",11.54%
2015,New Orleans Saints,11,Defensive End,8,"$14,538,263 ",11.33%
2015,New Orleans Saints,12,Tackle,5,"$12,598,690 ",9.82%
2015,New Orleans Saints,30,Linebacker,10,"$10,897,736 ",8.49%
2015,New Orleans Saints,6,Left Tackle,2,"$10,666,676 ",8.31%
2015,New Orleans Saints,12,Guard,6,"$8,129,191 ",6.34%
2015,New Orleans Saints,10,Running Back,4,"$6,462,566 ",5.04%
2015,New Orleans Saints,27,Outside Linebacker,5,"$5,540,041 ",4.32%
2015,New Orleans Saints,22,Inside Linebacker,5,"$5,357,695 ",4.18%
2015,New Orleans Saints,32,Safety,8,"$3,402,595 ",2.65%
2015,New Orleans Saints,25,Special Teams,5,"$3,223,235 ",2.51%
2015,New Orleans Saints,27,Defensive Tackle,4,"$2,579,956 ",2.01%
2015,New Orleans Saints,26,Free Safety,4,"$2,079,243 ",1.62%
2015,New Orleans Saints,20,Right Tackle,3,"$1,932,014 ",1.51%
2015,New Orleans Saints,32,Tight End,5,"$1,889,705 ",1.47%
2015,New Orleans Saints,23,Center,2,"$1,426,489 ",1.11%
2015,New Orleans Saints,1,Long Snapper,3,"$1,363,235 ",1.06%
2015,New Orleans Saints,19,Kicker,1,"$1,350,000 ",1.05%
2015,New Orleans Saints,28,Strong Safety,4,"$1,323,352 ",1.03%
2015,New Orleans Saints,26,Punter,1,"$510,000 ",0.40%
2015,New Orleans Saints,23,Fullback,1,"$421,235 ",0.33%
2015,New York Giants,4,Defense,29,"$71,548,557 ",46.76%
2015,New York Giants,4,Offense,29,"$69,893,020 ",45.68%
2015,New York Giants,1,Secondary,14,"$40,308,804 ",26.34%
2015,New York Giants,1,Offensive Line,10,"$33,129,881 ",21.65%
2015,New York Giants,1,Cornerback,8,"$33,004,729 ",21.57%
2015,New York Giants,5,Wide Receiver,7,"$20,518,240 ",13.41%
2015,New York Giants,1,Tackle,4,"$18,018,666 ",11.78%
2015,New York Giants,18,Defensive Line,7,"$17,219,077 ",11.25%
2015,New York Giants,23,Linebacker,9,"$14,097,440 ",9.21%
2015,New York Giants,2,Left Tackle,2,"$12,458,666 ",8.14%
2015,New York Giants,3,Center,2,"$10,707,100 ",7.00%
2015,New York Giants,7,Inside Linebacker,4,"$10,436,490 ",6.82%
2015,New York Giants,19,Defensive End,4,"$10,275,647 ",6.72%
2015,New York Giants,20,Safety,6,"$7,304,075 ",4.77%
2015,New York Giants,15,Defensive Tackle,3,"$6,943,430 ",4.54%
2015,New York Giants,11,Running Back,4,"$6,366,250 ",4.16%
2015,New York Giants,7,Right Tackle,2,"$5,560,000 ",3.63%
2015,New York Giants,29,Quarterback,3,"$5,192,407 ",3.39%
2015,New York Giants,22,Guard,4,"$4,404,115 ",2.88%
2015,New York Giants,24,Tight End,4,"$4,085,680 ",2.67%
2015,New York Giants,16,Free Safety,3,"$3,718,488 ",2.43%
2015,New York Giants,16,Strong Safety,3,"$3,585,587 ",2.34%
2015,New York Giants,32,Outside Linebacker,4,"$3,584,186 ",2.34%
2015,New York Giants,24,Special Teams,4,"$3,236,421 ",2.12%
2015,New York Giants,17,Kicker,2,"$1,773,921 ",1.16%
2015,New York Giants,14,Long Snapper,1,"$877,500 ",0.57%
2015,New York Giants,14,Fullback,1,"$600,562 ",0.39%
2015,New York Giants,24,Punter,1,"$585,000 ",0.38%
2015,New York Jets,21,Offense,28,"$58,158,754 ",42.43%
2015,New York Jets,19,Defense,32,"$55,841,536 ",40.74%
2015,New York Jets,2,Offensive Line,10,"$31,037,198 ",22.64%
2015,New York Jets,15,Defensive Line,9,"$20,348,981 ",14.85%
2015,New York Jets,21,Secondary,13,"$18,872,819 ",13.77%
2015,New York Jets,17,Linebacker,10,"$16,619,736 ",12.12%
2015,New York Jets,4,Tackle,6,"$16,027,687 ",11.69%
2015,New York Jets,2,Safety,7,"$13,848,593 ",10.10%
2015,New York Jets,1,Center,2,"$13,786,504 ",10.06%
2015,New York Jets,18,Wide Receiver,7,"$12,223,760 ",8.92%
2015,New York Jets,13,Defensive End,6,"$11,641,959 ",8.49%
2015,New York Jets,3,Inside Linebacker,4,"$11,320,347 ",8.26%
2015,New York Jets,1,Right Tackle,4,"$8,877,687 ",6.48%
2015,New York Jets,13,Defensive Tackle,3,"$8,707,022 ",6.35%
2015,New York Jets,17,Left Tackle,2,"$7,150,000 ",5.22%
2015,New York Jets,8,Free Safety,2,"$7,076,764 ",5.16%
2015,New York Jets,3,Special Teams,4,"$6,382,735 ",4.66%
2015,New York Jets,7,Strong Safety,4,"$6,150,529 ",4.49%
2015,New York Jets,29,Outside Linebacker,6,"$5,299,389 ",3.87%
2015,New York Jets,30,Cornerback,6,"$5,024,226 ",3.67%
2015,New York Jets,21,Tight End,4,"$4,799,544 ",3.50%
2015,New York Jets,1,Fullback,2,"$4,430,838 ",3.23%
2015,New York Jets,20,Running Back,3,"$3,861,550 ",2.82%
2015,New York Jets,2,Kicker,1,"$3,610,000 ",2.63%
2015,New York Jets,32,Quarterback,2,"$1,805,864 ",1.32%
2015,New York Jets,14,Punter,1,"$1,542,000 ",1.12%
2015,New York Jets,3,Long Snapper,2,"$1,230,735 ",0.90%
2015,New York Jets,32,Guard,2,"$1,223,007 ",0.89%
2015,Oakland Raiders,5,Offense,27,"$68,485,883 ",45.56%
2015,Oakland Raiders,16,Defense,30,"$57,879,745 ",38.50%
2015,Oakland Raiders,10,Secondary,13,"$25,010,679 ",16.64%
2015,Oakland Raiders,10,Offensive Line,12,"$24,296,705 ",16.16%
2015,Oakland Raiders,5,Linebacker,10,"$24,079,907 ",16.02%
2015,Oakland Raiders,9,Quarterback,3,"$17,251,176 ",11.48%
2015,Oakland Raiders,2,Tackle,5,"$16,997,052 ",11.31%
2015,Oakland Raiders,6,Outside Linebacker,5,"$16,210,520 ",10.78%
2015,Oakland Raiders,14,Cornerback,7,"$13,881,113 ",9.23%
2015,Oakland Raiders,2,Running Back,4,"$11,610,000 ",7.72%
2015,Oakland Raiders,10,Safety,6,"$11,129,566 ",7.40%
2015,Oakland Raiders,2,Free Safety,5,"$10,949,566 ",7.28%
2015,Oakland Raiders,22,Wide Receiver,7,"$9,624,826 ",6.40%
2015,Oakland Raiders,10,Left Tackle,1,"$9,050,000 ",6.02%
2015,Oakland Raiders,30,Defensive Line,7,"$8,789,159 ",5.85%
2015,Oakland Raiders,15,Inside Linebacker,5,"$7,869,387 ",5.23%
2015,Oakland Raiders,4,Right Tackle,3,"$7,383,174 ",4.91%
2015,Oakland Raiders,14,Tight End,2,"$6,267,054 ",4.17%
2015,Oakland Raiders,9,Center,3,"$5,196,941 ",3.46%
2015,Oakland Raiders,21,Defensive Tackle,3,"$4,602,121 ",3.06%
2015,Oakland Raiders,29,Defensive End,4,"$4,187,038 ",2.79%
2015,Oakland Raiders,18,Special Teams,4,"$3,999,332 ",2.66%
2015,Oakland Raiders,29,Guard,4,"$2,102,712 ",1.40%
2015,Oakland Raiders,11,Punter,1,"$2,083,333 ",1.39%
2015,Oakland Raiders,7,Long Snapper,1,"$1,070,000 ",0.71%
2015,Oakland Raiders,20,Kicker,2,"$845,999 ",0.56%
2015,Philadelphia Eagles,16,Offense,35,"$61,146,388 ",44.00%
2015,Philadelphia Eagles,22,Defense,31,"$53,918,080 ",38.80%
2015,Philadelphia Eagles,11,Linebacker,11,"$20,572,135 ",14.80%
2015,Philadelphia Eagles,4,Quarterback,4,"$20,358,139 ",14.65%
2015,Philadelphia Eagles,20,Offensive Line,14,"$19,030,630 ",13.69%
2015,Philadelphia Eagles,22,Secondary,12,"$18,572,873 ",13.36%
2015,Philadelphia Eagles,21,Defensive Line,8,"$14,773,072 ",10.63%
2015,Philadelphia Eagles,1,Inside Linebacker,7,"$13,787,796 ",9.92%
2015,Philadelphia Eagles,15,Cornerback,7,"$13,124,424 ",9.44%
2015,Philadelphia Eagles,15,Defensive End,6,"$11,435,068 ",8.23%
2015,Philadelphia Eagles,21,Wide Receiver,7,"$10,536,026 ",7.58%
2015,Philadelphia Eagles,21,Tackle,8,"$7,753,390 ",5.58%
2015,Philadelphia Eagles,25,Outside Linebacker,4,"$6,784,339 ",4.88%
2015,Philadelphia Eagles,8,Center,3,"$6,131,000 ",4.41%
2015,Philadelphia Eagles,17,Tight End,4,"$6,019,394 ",4.33%
2015,Philadelphia Eagles,25,Safety,5,"$5,448,449 ",3.92%
2015,Philadelphia Eagles,20,Guard,3,"$5,146,240 ",3.70%
2015,Philadelphia Eagles,11,Right Tackle,4,"$4,319,391 ",3.11%
2015,Philadelphia Eagles,14,Free Safety,2,"$4,050,750 ",2.91%
2015,Philadelphia Eagles,22,Special Teams,4,"$3,498,647 ",2.52%
2015,Philadelphia Eagles,24,Left Tackle,4,"$3,433,999 ",2.47%
2015,Philadelphia Eagles,25,Defensive Tackle,2,"$3,338,004 ",2.40%
2015,Philadelphia Eagles,26,Running Back,4,"$3,232,082 ",2.33%
2015,Philadelphia Eagles,12,Kicker,2,"$2,398,647 ",1.73%
2015,Philadelphia Eagles,4,Fullback,2,"$1,970,117 ",1.42%
2015,Philadelphia Eagles,26,Strong Safety,3,"$1,397,699 ",1.01%
2015,Philadelphia Eagles,25,Long Snapper,1,"$665,000 ",0.48%
2015,Philadelphia Eagles,31,Punter,1,"$435,000 ",0.31%
2015,Pittsburgh Steelers,7,Offense,30,"$67,734,267 ",48.10%
2015,Pittsburgh Steelers,26,Defense,34,"$50,059,955 ",35.55%
2015,Pittsburgh Steelers,2,Quarterback,2,"$22,989,168 ",16.33%
2015,Pittsburgh Steelers,17,Secondary,13,"$21,799,024 ",15.48%
2015,Pittsburgh Steelers,21,Offensive Line,12,"$18,861,124 ",13.39%
2015,Pittsburgh Steelers,20,Linebacker,13,"$15,133,828 ",10.75%
2015,Pittsburgh Steelers,24,Defensive Line,8,"$13,127,103 ",9.32%
2015,Pittsburgh Steelers,5,Safety,5,"$12,244,829 ",8.70%
2015,Pittsburgh Steelers,1,Free Safety,4,"$11,658,161 ",8.28%
2015,Pittsburgh Steelers,8,Defensive Tackle,4,"$10,701,633 ",7.60%
2015,Pittsburgh Steelers,5,Tight End,6,"$10,647,577 ",7.56%
2015,Pittsburgh Steelers,7,Guard,4,"$9,779,709 ",6.95%
2015,Pittsburgh Steelers,10,Inside Linebacker,7,"$9,699,225 ",6.89%
2015,Pittsburgh Steelers,22,Cornerback,8,"$9,554,195 ",6.78%
2015,Pittsburgh Steelers,27,Wide Receiver,6,"$8,371,558 ",5.95%
2015,Pittsburgh Steelers,22,Tackle,5,"$7,366,470 ",5.23%
2015,Pittsburgh Steelers,9,Running Back,5,"$7,223,075 ",5.13%
2015,Pittsburgh Steelers,6,Special Teams,3,"$5,666,666 ",4.02%
2015,Pittsburgh Steelers,28,Outside Linebacker,6,"$5,434,603 ",3.86%
2015,Pittsburgh Steelers,22,Left Tackle,2,"$4,810,000 ",3.42%
2015,Pittsburgh Steelers,1,Punter,1,"$4,347,500 ",3.09%
2015,Pittsburgh Steelers,32,Defensive End,4,"$2,425,470 ",1.72%
2015,Pittsburgh Steelers,18,Right Tackle,2,"$2,198,235 ",1.56%
2015,Pittsburgh Steelers,22,Center,3,"$1,714,945 ",1.22%
2015,Pittsburgh Steelers,13,Long Snapper,1,"$882,500 ",0.63%
2015,Pittsburgh Steelers,30,Strong Safety,1,"$586,668 ",0.42%
2015,Pittsburgh Steelers,28,Kicker,1,"$436,666 ",0.31%
2015,San Diego Chargers,19,Offense,35,"$59,502,045 ",43.51%
2015,San Diego Chargers,29,Defense,28,"$42,716,764 ",31.24%
2015,San Diego Chargers,18,Offensive Line,10,"$19,711,708 ",14.42%
2015,San Diego Chargers,13,Linebacker,9,"$18,635,398 ",13.63%
2015,San Diego Chargers,10,Quarterback,3,"$17,194,870 ",12.57%
2015,San Diego Chargers,26,Secondary,11,"$14,895,017 ",10.89%
2015,San Diego Chargers,13,Wide Receiver,9,"$13,615,589 ",9.96%
2015,San Diego Chargers,14,Tackle,3,"$11,398,973 ",8.34%
2015,San Diego Chargers,9,Inside Linebacker,5,"$10,033,705 ",7.34%
2015,San Diego Chargers,14,Safety,5,"$10,013,531 ",7.32%
2015,San Diego Chargers,28,Defensive Line,8,"$9,186,349 ",6.72%
2015,San Diego Chargers,20,Outside Linebacker,4,"$8,601,693 ",6.29%
2015,San Diego Chargers,14,Left Tackle,1,"$7,600,000 ",5.56%
2015,San Diego Chargers,22,Defensive End,6,"$7,255,515 ",5.31%
2015,San Diego Chargers,14,Guard,6,"$6,437,735 ",4.71%
2015,San Diego Chargers,8,Special Teams,3,"$5,427,550 ",3.97%
2015,San Diego Chargers,9,Strong Safety,2,"$5,168,294 ",3.78%
2015,San Diego Chargers,31,Cornerback,6,"$4,881,486 ",3.57%
2015,San Diego Chargers,12,Free Safety,3,"$4,845,237 ",3.54%
2015,San Diego Chargers,19,Running Back,6,"$4,273,424 ",3.13%
2015,San Diego Chargers,1,Kicker,1,"$4,134,000 ",3.02%
2015,San Diego Chargers,12,Right Tackle,2,"$3,798,973 ",2.78%
2015,San Diego Chargers,30,Tight End,5,"$2,704,072 ",1.98%
2015,San Diego Chargers,3,Fullback,2,"$2,002,382 ",1.46%
2015,San Diego Chargers,32,Defensive Tackle,2,"$1,930,834 ",1.41%
2015,San Diego Chargers,20,Center,1,"$1,875,000 ",1.37%
2015,San Diego Chargers,20,Long Snapper,1,"$810,000 ",0.59%
2015,San Diego Chargers,29,Punter,1,"$483,550 ",0.35%
2015,San Francisco 49ers,6,Defense,31,"$70,473,014 ",47.82%
2015,San Francisco 49ers,28,Offense,30,"$51,249,852 ",34.78%
2015,San Francisco 49ers,4,Secondary,11,"$28,940,448 ",19.64%
2015,San Francisco 49ers,7,Defensive Line,12,"$28,206,890 ",19.14%
2015,San Francisco 49ers,6,Defensive End,6,"$18,304,149 ",12.42%
2015,San Francisco 49ers,11,Cornerback,7,"$15,176,331 ",10.30%
2015,San Francisco 49ers,3,Safety,4,"$13,764,117 ",9.34%
2015,San Francisco 49ers,25,Linebacker,8,"$13,325,676 ",9.04%
2015,San Francisco 49ers,30,Offensive Line,9,"$12,665,451 ",8.59%
2015,San Francisco 49ers,10,Defensive Tackle,6,"$9,902,741 ",6.72%
2015,San Francisco 49ers,6,Running Back,5,"$9,754,057 ",6.62%
2015,San Francisco 49ers,23,Wide Receiver,7,"$9,599,079 ",6.51%
2015,San Francisco 49ers,6,Tight End,5,"$9,426,397 ",6.40%
2015,San Francisco 49ers,16,Outside Linebacker,4,"$9,251,955 ",6.28%
2015,San Francisco 49ers,21,Quarterback,2,"$8,554,868 ",5.81%
2015,San Francisco 49ers,6,Free Safety,2,"$8,060,000 ",5.47%
2015,San Francisco 49ers,20,Tackle,2,"$7,794,000 ",5.29%
2015,San Francisco 49ers,16,Left Tackle,1,"$7,280,000 ",4.94%
2015,San Francisco 49ers,8,Strong Safety,2,"$5,704,117 ",3.87%
2015,San Francisco 49ers,5,Special Teams,3,"$5,670,000 ",3.85%
2015,San Francisco 49ers,25,Inside Linebacker,4,"$4,073,721 ",2.76%
2015,San Francisco 49ers,6,Kicker,1,"$3,325,000 ",2.26%
2015,San Francisco 49ers,27,Guard,4,"$3,122,256 ",2.12%
2015,San Francisco 49ers,21,Center,3,"$1,749,195 ",1.19%
2015,San Francisco 49ers,15,Punter,1,"$1,500,000 ",1.02%
